grid_cell,year,total,squirrel,EVI_mean,Human_popden_sqrt,Precipitation,Temp_max
3743,2017,1,0,1488.8592224121094,3.6569046463104495,173.42460235595703,367.20265869140627
3743,2019,1,0,1488.8592224121094,3.6569046463104495,173.42460235595703,367.20265869140627
3743,2021,7,0,1488.8592224121094,3.6569046463104495,173.42460235595703,367.20265869140627
3743,2022,9,0,1488.8592224121094,3.6569046463104495,173.42460235595703,367.20265869140627
3744,2017,1,0,1421.0899896240235,1.3538119083472107,174.5194534301758,366.14311553955076
3744,2020,3,0,1421.0899896240235,1.3538119083472107,174.5194534301758,366.14311553955076
3744,2021,2,0,1421.0899896240235,1.3538119083472107,174.5194534301758,366.14311553955076
3744,2022,1,0,1421.0899896240235,1.3538119083472107,174.5194534301758,366.14311553955076
3745,2017,1,0,1514.7458837890624,1.2346357049749241,177.68524200439452,362.6775158691406
3745,2021,8,0,1514.7458837890624,1.2346357049749241,177.68524200439452,362.6775158691406
3746,2019,1,0,1723.742255859375,1.27612024208054,175.87565505981445,359.3677740478516
3746,2020,2,0,1723.742255859375,1.27612024208054,175.87565505981445,359.3677740478516
3746,2021,1,0,1723.742255859375,1.27612024208054,175.87565505981445,359.3677740478516
3746,2022,1,0,1723.742255859375,1.27612024208054,175.87565505981445,359.3677740478516
3747,2017,3,0,1907.4454919433595,1.027665027633412,171.19866409301758,357.6960488891602
3747,2018,4,0,1907.4454919433595,1.027665027633412,171.19866409301758,357.6960488891602
3747,2019,5,0,1907.4454919433595,1.027665027633412,171.19866409301758,357.6960488891602
3747,2020,1,0,1907.4454919433595,1.027665027633412,171.19866409301758,357.6960488891602
3747,2021,2,0,1907.4454919433595,1.027665027633412,171.19866409301758,357.6960488891602
3747,2022,5,0,1907.4454919433595,1.027665027633412,171.19866409301758,357.6960488891602
3748,2022,1,0,2137.0761462402343,0.9354122932754279,160.51054641723633,354.93357238769534
3749,2019,1,0,2305.0850134277343,0.3033043286462278,159.5931367492676,357.75557525634764
3749,2022,1,0,2305.0850134277343,0.3033043286462278,159.5931367492676,357.75557525634764
3751,2020,1,0,1003.1694241094589,0.3566499470468294,202.0714942932129,359.3048974609375
3752,2006,2,0,1236.359003868103,0.06300892861457591,213.7831057739258,344.77844085693357
3752,2017,1,0,1236.359003868103,0.06300892861457591,213.7831057739258,344.77844085693357
3752,2022,1,0,1236.359003868103,0.06300892861457591,213.7831057739258,344.77844085693357
3820,2016,1,0,1368.614599609375,0.9920370065140839,176.21414947509766,370.3066424560547
3820,2017,1,0,1368.614599609375,0.9920370065140839,176.21414947509766,370.3066424560547
3820,2018,1,0,1368.614599609375,0.9920370065140839,176.21414947509766,370.3066424560547
3820,2019,1,0,1368.614599609375,0.9920370065140839,176.21414947509766,370.3066424560547
3820,2021,4,0,1368.614599609375,0.9920370065140839,176.21414947509766,370.3066424560547
3820,2022,3,0,1368.614599609375,0.9920370065140839,176.21414947509766,370.3066424560547
3821,2011,1,0,1358.70525390625,0.7606528891573052,174.90570831298828,368.0250442504883
3821,2020,1,0,1358.70525390625,0.7606528891573052,174.90570831298828,368.0250442504883
3822,2018,1,0,1427.6648693847656,1.2635187078037486,174.44251403808593,366.8105520629883
3822,2022,1,0,1427.6648693847656,1.2635187078037486,174.44251403808593,366.8105520629883
3823,2014,3,0,1470.3206750488282,4.383655386059542,173.25707977294923,372.0954797363281
3823,2015,1,0,1470.3206750488282,4.383655386059542,173.25707977294923,372.0954797363281
3823,2017,5,0,1470.3206750488282,4.383655386059542,173.25707977294923,372.0954797363281
3823,2018,6,0,1470.3206750488282,4.383655386059542,173.25707977294923,372.0954797363281
3823,2019,18,0,1470.3206750488282,4.383655386059542,173.25707977294923,372.0954797363281
3823,2020,42,0,1470.3206750488282,4.383655386059542,173.25707977294923,372.0954797363281
3823,2021,68,0,1470.3206750488282,4.383655386059542,173.25707977294923,372.0954797363281
3823,2022,34,0,1470.3206750488282,4.383655386059542,173.25707977294923,372.0954797363281
3824,2007,1,0,1467.7247021484375,9.597935667709864,173.44584213256837,373.04519104003907
3824,2008,2,0,1467.7247021484375,9.597935667709864,173.44584213256837,373.04519104003907
3824,2013,4,0,1467.7247021484375,9.597935667709864,173.44584213256837,373.04519104003907
3824,2014,2,0,1467.7247021484375,9.597935667709864,173.44584213256837,373.04519104003907
3824,2015,4,0,1467.7247021484375,9.597935667709864,173.44584213256837,373.04519104003907
3824,2016,3,0,1467.7247021484375,9.597935667709864,173.44584213256837,373.04519104003907
3824,2017,20,0,1467.7247021484375,9.597935667709864,173.44584213256837,373.04519104003907
3824,2018,59,0,1467.7247021484375,9.597935667709864,173.44584213256837,373.04519104003907
3824,2019,137,0,1467.7247021484375,9.597935667709864,173.44584213256837,373.04519104003907
3824,2020,134,0,1467.7247021484375,9.597935667709864,173.44584213256837,373.04519104003907
3824,2021,125,0,1467.7247021484375,9.597935667709864,173.44584213256837,373.04519104003907
3824,2022,134,0,1467.7247021484375,9.597935667709864,173.44584213256837,373.04519104003907
3825,2010,4,0,1466.8453930664064,1.2701869781762236,175.49164611816406,369.1357730102539
3825,2013,2,0,1466.8453930664064,1.2701869781762236,175.49164611816406,369.1357730102539
3825,2017,3,0,1466.8453930664064,1.2701869781762236,175.49164611816406,369.1357730102539
3825,2018,2,0,1466.8453930664064,1.2701869781762236,175.49164611816406,369.1357730102539
3825,2021,1,0,1466.8453930664064,1.2701869781762236,175.49164611816406,369.1357730102539
3826,2009,1,0,1483.122156677246,1.9458257892873039,177.91351852416992,363.4531530761719
3826,2013,2,0,1483.122156677246,1.9458257892873039,177.91351852416992,363.4531530761719
3826,2017,2,0,1483.122156677246,1.9458257892873039,177.91351852416992,363.4531530761719
3826,2019,1,0,1483.122156677246,1.9458257892873039,177.91351852416992,363.4531530761719
3826,2021,1,0,1483.122156677246,1.9458257892873039,177.91351852416992,363.4531530761719
3827,2019,1,0,1415.6859134674073,1.2045855358403943,179.77386032104494,358.9658508300781
3827,2020,1,0,1415.6859134674073,1.2045855358403943,179.77386032104494,358.9658508300781
3829,2016,1,0,2107.7834716796874,0.7026400936024452,163.19106170654297,357.5935647583008
3831,2016,3,0,1966.5037030029298,1.3886707093305029,167.9600914001465,353.674553527832
3831,2017,1,0,1966.5037030029298,1.3886707093305029,167.9600914001465,353.674553527832
3831,2018,1,0,1966.5037030029298,1.3886707093305029,167.9600914001465,353.674553527832
3831,2022,1,0,1966.5037030029298,1.3886707093305029,167.9600914001465,353.674553527832
3902,2011,2,0,1254.9495629882813,1.6935773389337734,175.95892684936524,376.3135171508789
3902,2018,1,0,1254.9495629882813,1.6935773389337734,175.95892684936524,376.3135171508789
3902,2019,2,0,1254.9495629882813,1.6935773389337734,175.95892684936524,376.3135171508789
3902,2020,4,0,1254.9495629882813,1.6935773389337734,175.95892684936524,376.3135171508789
3902,2022,1,0,1254.9495629882813,1.6935773389337734,175.95892684936524,376.3135171508789
3903,2021,1,0,1278.0912036132813,0.6861775031060389,172.3477439880371,377.63882415771485
3903,2022,1,0,1278.0912036132813,0.6861775031060389,172.3477439880371,377.63882415771485
3904,2008,1,0,1289.6561120605468,1.3834411644116942,170.88645004272462,380.02681518554687
3904,2017,1,0,1289.6561120605468,1.3834411644116942,170.88645004272462,380.02681518554687
3904,2019,4,0,1289.6561120605468,1.3834411644116942,170.88645004272462,380.02681518554687
3904,2021,3,0,1289.6561120605468,1.3834411644116942,170.88645004272462,380.02681518554687
3904,2022,1,0,1289.6561120605468,1.3834411644116942,170.88645004272462,380.02681518554687
3905,2020,1,0,1494.2475793457031,1.3737453789368608,172.11378341674805,381.2044418334961
3905,2021,3,0,1494.2475793457031,1.3737453789368608,172.11378341674805,381.2044418334961
3905,2022,2,0,1494.2475793457031,1.3737453789368608,172.11378341674805,381.2044418334961
3906,2018,6,0,1467.122315673828,1.15103607813599,173.3254655456543,376.5995114135742
3906,2019,3,0,1467.122315673828,1.15103607813599,173.3254655456543,376.5995114135742
3906,2020,2,0,1467.122315673828,1.15103607813599,173.3254655456543,376.5995114135742
3906,2021,7,0,1467.122315673828,1.15103607813599,173.3254655456543,376.5995114135742
3906,2022,7,0,1467.122315673828,1.15103607813599,173.3254655456543,376.5995114135742
3907,2012,1,0,1520.5222863769532,1.3579984647861738,174.77080078125,369.7690768432617
3907,2019,2,0,1520.5222863769532,1.3579984647861738,174.77080078125,369.7690768432617
3907,2020,2,0,1520.5222863769532,1.3579984647861738,174.77080078125,369.7690768432617
3907,2021,1,0,1520.5222863769532,1.3579984647861738,174.77080078125,369.7690768432617
3907,2022,6,0,1520.5222863769532,1.3579984647861738,174.77080078125,369.7690768432617
3908,2015,1,0,1413.3094439697265,1.1309749812658365,176.21965393066407,367.64021759033204
3908,2018,1,0,1413.3094439697265,1.1309749812658365,176.21965393066407,367.64021759033204
3908,2021,1,0,1413.3094439697265,1.1309749812658365,176.21965393066407,367.64021759033204
3909,2013,1,0,1271.5302671813965,1.3264220823910688,179.71981887817384,363.48034912109375
3910,2013,15,0,1592.5199291992187,1.1164958253219532,177.89606399536132,361.1212802124023
3910,2020,1,0,1592.5199291992187,1.1164958253219532,177.89606399536132,361.1212802124023
3910,2022,1,0,1592.5199291992187,1.1164958253219532,177.89606399536132,361.1212802124023
3911,2018,1,0,1636.1018200683593,1.5847243767443788,172.8592658996582,360.1359100341797
3911,2022,3,0,1636.1018200683593,1.5847243767443788,172.8592658996582,360.1359100341797
3912,2018,3,0,1896.4728405761718,1.2453921238752792,172.9416941833496,357.01570281982424
3912,2019,3,0,1896.4728405761718,1.2453921238752792,172.9416941833496,357.01570281982424
3912,2020,1,0,1896.4728405761718,1.2453921238752792,172.9416941833496,357.01570281982424
3912,2022,3,0,1896.4728405761718,1.2453921238752792,172.9416941833496,357.01570281982424
3913,2016,1,0,2308.9457678222657,0.8132868813196988,171.0920381164551,355.00339752197266
3913,2020,1,0,2308.9457678222657,0.8132868813196988,171.0920381164551,355.00339752197266
3913,2022,1,0,2308.9457678222657,0.8132868813196988,171.0920381164551,355.00339752197266
3914,2019,1,0,1445.9587764167786,0.927570363861243,175.33132675170899,359.7208837890625
3914,2021,10,0,1445.9587764167786,0.927570363861243,175.33132675170899,359.7208837890625
3915,2022,1,0,1336.000201320648,0.7112920352759836,194.12346572875975,360.4587411499023
3987,2009,1,0,1187.7121728515624,0.7931091663927201,177.50060638427735,382.2442556762695
3987,2016,1,0,1187.7121728515624,0.7931091663927201,177.50060638427735,382.2442556762695
3987,2019,4,0,1187.7121728515624,0.7931091663927201,177.50060638427735,382.2442556762695
3987,2020,2,0,1187.7121728515624,0.7931091663927201,177.50060638427735,382.2442556762695
3987,2022,1,0,1187.7121728515624,0.7931091663927201,177.50060638427735,382.2442556762695
3988,2013,2,0,1200.96869140625,0.8025372910172497,172.24102920532226,387.34964141845705
3988,2018,3,0,1200.96869140625,0.8025372910172497,172.24102920532226,387.34964141845705
3988,2020,2,0,1200.96869140625,0.8025372910172497,172.24102920532226,387.34964141845705
3988,2022,2,0,1200.96869140625,0.8025372910172497,172.24102920532226,387.34964141845705
3989,2010,1,0,1362.6883923339844,0.7295819775475537,170.81349960327148,387.65332397460935
3989,2019,2,0,1362.6883923339844,0.7295819775475537,170.81349960327148,387.65332397460935
3989,2020,1,0,1362.6883923339844,0.7295819775475537,170.81349960327148,387.65332397460935
3990,2018,4,0,1351.54119140625,0.8799621745231381,176.29108383178712,382.33668731689454
3990,2019,6,0,1351.54119140625,0.8799621745231381,176.29108383178712,382.33668731689454
3990,2020,3,0,1351.54119140625,0.8799621745231381,176.29108383178712,382.33668731689454
3990,2021,10,0,1351.54119140625,0.8799621745231381,176.29108383178712,382.33668731689454
3990,2022,8,0,1351.54119140625,0.8799621745231381,176.29108383178712,382.33668731689454
3991,2013,1,0,1480.631026611328,0.9954165343300421,179.82978591918945,378.0694897460937
3991,2018,16,0,1480.631026611328,0.9954165343300421,179.82978591918945,378.0694897460937
3991,2019,9,0,1480.631026611328,0.9954165343300421,179.82978591918945,378.0694897460937
3991,2020,22,0,1480.631026611328,0.9954165343300421,179.82978591918945,378.0694897460937
3991,2021,18,0,1480.631026611328,0.9954165343300421,179.82978591918945,378.0694897460937
3991,2022,11,0,1480.631026611328,0.9954165343300421,179.82978591918945,378.0694897460937
3992,2005,1,0,1431.9663134765624,0.8889561969211249,178.51835357666016,373.169345703125
3992,2006,1,0,1431.9663134765624,0.8889561969211249,178.51835357666016,373.169345703125
3992,2007,1,0,1431.9663134765624,0.8889561969211249,178.51835357666016,373.169345703125
3992,2008,2,0,1431.9663134765624,0.8889561969211249,178.51835357666016,373.169345703125
3992,2009,1,0,1431.9663134765624,0.8889561969211249,178.51835357666016,373.169345703125
3992,2010,1,0,1431.9663134765624,0.8889561969211249,178.51835357666016,373.169345703125
3992,2012,2,0,1431.9663134765624,0.8889561969211249,178.51835357666016,373.169345703125
3992,2018,5,0,1431.9663134765624,0.8889561969211249,178.51835357666016,373.169345703125
3992,2020,2,0,1431.9663134765624,0.8889561969211249,178.51835357666016,373.169345703125
3992,2021,10,0,1431.9663134765624,0.8889561969211249,178.51835357666016,373.169345703125
3992,2022,7,0,1431.9663134765624,0.8889561969211249,178.51835357666016,373.169345703125
3993,2019,1,0,1610.398388671875,1.2137547530062531,178.4530015563965,372.8804913330078
3993,2022,2,0,1610.398388671875,1.2137547530062531,178.4530015563965,372.8804913330078
3994,2019,1,0,1647.7522631835936,1.092008787276995,175.6117413330078,368.4201907348633
3995,2021,1,0,1745.973848876953,0.9344062179594002,175.7924754333496,366.8885577392578
3996,2018,8,0,1608.756572265625,2.738397261574137,176.83776229858398,368.22952941894533
3996,2019,3,0,1608.756572265625,2.738397261574137,176.83776229858398,368.22952941894533
3996,2020,5,0,1608.756572265625,2.738397261574137,176.83776229858398,368.22952941894533
3996,2021,1,0,1608.756572265625,2.738397261574137,176.83776229858398,368.22952941894533
3996,2022,5,0,1608.756572265625,2.738397261574137,176.83776229858398,368.22952941894533
3997,2019,1,0,1858.6997143554688,1.3748699151081307,173.80526626586914,363.3633645629883
3997,2020,2,0,1858.6997143554688,1.3748699151081307,173.80526626586914,363.3633645629883
3997,2022,4,0,1858.6997143554688,1.3748699151081307,173.80526626586914,363.3633645629883
3998,2020,1,0,2179.2680822753905,0.6884585136658535,168.11158630371094,351.84188201904294
3998,2021,8,0,2179.2680822753905,0.6884585136658535,168.11158630371094,351.84188201904294
3998,2022,1,0,2179.2680822753905,0.6884585136658535,168.11158630371094,351.84188201904294
3999,2012,1,0,1729.290244140625,0.9893608998307815,172.62416213989258,361.55691986083986
3999,2020,1,0,1729.290244140625,0.9893608998307815,172.62416213989258,361.55691986083986
3999,2021,2,0,1729.290244140625,0.9893608998307815,172.62416213989258,361.55691986083986
3999,2022,1,0,1729.290244140625,0.9893608998307815,172.62416213989258,361.55691986083986
4000,2014,1,0,1301.130613539219,0.775776107536705,201.95621124267578,371.86146392822263
4000,2018,1,0,1301.130613539219,0.775776107536705,201.95621124267578,371.86146392822263
4000,2019,1,0,1301.130613539219,0.775776107536705,201.95621124267578,371.86146392822263
4071,2009,1,0,1418.238751220703,0.5234290901974599,178.75839645385742,385.56741424560545
4071,2011,3,0,1418.238751220703,0.5234290901974599,178.75839645385742,385.56741424560545
4071,2015,2,0,1418.238751220703,0.5234290901974599,178.75839645385742,385.56741424560545
4071,2017,1,0,1418.238751220703,0.5234290901974599,178.75839645385742,385.56741424560545
4071,2018,2,0,1418.238751220703,0.5234290901974599,178.75839645385742,385.56741424560545
4071,2019,2,0,1418.238751220703,0.5234290901974599,178.75839645385742,385.56741424560545
4071,2020,3,0,1418.238751220703,0.5234290901974599,178.75839645385742,385.56741424560545
4071,2021,4,0,1418.238751220703,0.5234290901974599,178.75839645385742,385.56741424560545
4071,2022,1,0,1418.238751220703,0.5234290901974599,178.75839645385742,385.56741424560545
4072,2009,1,0,1324.705068359375,0.8796098821387661,176.06569580078124,388.1321337890625
4072,2015,1,0,1324.705068359375,0.8796098821387661,176.06569580078124,388.1321337890625
4072,2016,1,0,1324.705068359375,0.8796098821387661,176.06569580078124,388.1321337890625
4072,2020,2,0,1324.705068359375,0.8796098821387661,176.06569580078124,388.1321337890625
4072,2021,3,0,1324.705068359375,0.8796098821387661,176.06569580078124,388.1321337890625
4072,2022,1,0,1324.705068359375,0.8796098821387661,176.06569580078124,388.1321337890625
4073,2010,1,0,1336.3132946777343,0.8490494990204632,176.9434323120117,384.1049426269531
4073,2014,2,0,1336.3132946777343,0.8490494990204632,176.9434323120117,384.1049426269531
4073,2017,1,0,1336.3132946777343,0.8490494990204632,176.9434323120117,384.1049426269531
4073,2020,2,0,1336.3132946777343,0.8490494990204632,176.9434323120117,384.1049426269531
4073,2021,1,0,1336.3132946777343,0.8490494990204632,176.9434323120117,384.1049426269531
4074,2008,1,0,1438.3375476074218,0.6810431894874838,183.41377304077147,378.7441732788086
4074,2019,1,0,1438.3375476074218,0.6810431894874838,183.41377304077147,378.7441732788086
4074,2022,1,0,1438.3375476074218,0.6810431894874838,183.41377304077147,378.7441732788086
4075,2013,2,0,1492.1588391113282,0.653501882824743,184.77686141967774,380.34210906982423
4075,2019,2,0,1492.1588391113282,0.653501882824743,184.77686141967774,380.34210906982423
4075,2020,2,0,1492.1588391113282,0.653501882824743,184.77686141967774,380.34210906982423
4075,2021,2,0,1492.1588391113282,0.653501882824743,184.77686141967774,380.34210906982423
4075,2022,3,0,1492.1588391113282,0.653501882824743,184.77686141967774,380.34210906982423
4076,2017,1,0,1529.896072998047,1.5209292567280341,180.47018005371095,379.35807434082034
4076,2018,10,0,1529.896072998047,1.5209292567280341,180.47018005371095,379.35807434082034
4076,2019,4,0,1529.896072998047,1.5209292567280341,180.47018005371095,379.35807434082034
4076,2020,18,0,1529.896072998047,1.5209292567280341,180.47018005371095,379.35807434082034
4076,2021,8,0,1529.896072998047,1.5209292567280341,180.47018005371095,379.35807434082034
4076,2022,14,0,1529.896072998047,1.5209292567280341,180.47018005371095,379.35807434082034
4077,2005,2,0,1656.0224365234376,1.9350800856138672,180.67621643066406,377.71616912841796
4077,2010,1,0,1656.0224365234376,1.9350800856138672,180.67621643066406,377.71616912841796
4077,2011,1,0,1656.0224365234376,1.9350800856138672,180.67621643066406,377.71616912841796
4077,2016,2,0,1656.0224365234376,1.9350800856138672,180.67621643066406,377.71616912841796
4077,2017,7,0,1656.0224365234376,1.9350800856138672,180.67621643066406,377.71616912841796
4077,2018,6,0,1656.0224365234376,1.9350800856138672,180.67621643066406,377.71616912841796
4077,2019,4,0,1656.0224365234376,1.9350800856138672,180.67621643066406,377.71616912841796
4077,2020,7,0,1656.0224365234376,1.9350800856138672,180.67621643066406,377.71616912841796
4077,2021,17,0,1656.0224365234376,1.9350800856138672,180.67621643066406,377.71616912841796
4077,2022,19,0,1656.0224365234376,1.9350800856138672,180.67621643066406,377.71616912841796
4078,2011,1,0,1617.0592236328125,2.0594607597288572,177.10189270019532,374.14489501953125
4078,2013,1,0,1617.0592236328125,2.0594607597288572,177.10189270019532,374.14489501953125
4078,2014,1,0,1617.0592236328125,2.0594607597288572,177.10189270019532,374.14489501953125
4078,2017,1,0,1617.0592236328125,2.0594607597288572,177.10189270019532,374.14489501953125
4078,2018,4,0,1617.0592236328125,2.0594607597288572,177.10189270019532,374.14489501953125
4078,2019,4,0,1617.0592236328125,2.0594607597288572,177.10189270019532,374.14489501953125
4078,2020,3,1,1617.0592236328125,2.0594607597288572,177.10189270019532,374.14489501953125
4078,2021,7,0,1617.0592236328125,2.0594607597288572,177.10189270019532,374.14489501953125
4078,2022,4,0,1617.0592236328125,2.0594607597288572,177.10189270019532,374.14489501953125
4079,2018,2,0,1661.8221398925782,1.7062763642625247,176.58075241088866,371.26394439697265
4079,2020,1,0,1661.8221398925782,1.7062763642625247,176.58075241088866,371.26394439697265
4079,2022,1,0,1661.8221398925782,1.7062763642625247,176.58075241088866,371.26394439697265
4080,2022,1,0,1657.60775390625,1.3953001596347234,177.36439163208007,371.24215057373044
4081,2018,1,0,1734.9665014648438,1.5001539647041542,175.23774322509766,364.6588345336914
4081,2020,2,0,1734.9665014648438,1.5001539647041542,175.23774322509766,364.6588345336914
4081,2021,2,0,1734.9665014648438,1.5001539647041542,175.23774322509766,364.6588345336914
4082,2016,1,0,1955.7235729980468,1.086864785416624,175.8784213256836,357.50441375732424
4082,2017,8,0,1955.7235729980468,1.086864785416624,175.8784213256836,357.50441375732424
4082,2018,2,0,1955.7235729980468,1.086864785416624,175.8784213256836,357.50441375732424
4082,2019,1,0,1955.7235729980468,1.086864785416624,175.8784213256836,357.50441375732424
